"device_id","meldecode","meldeklasse","interndiagcode","kurztext_de","kurztext_2","kurztext_3","kurztext_4"
"1","41104","M","1132","BMA: +1 Traktionsstromrichter","Пож.сиг.: +1 тяг. преобр.","Поступило ДС 41104 Пож.сиг.: +1 тяг. преобр.","Более не активно ДС 41104 Пож.сиг.: +1 тяг. преобр."
"1","41105","C","1133","BMA: +1 LSS","Пож.сиг.: +1 АЗВ","Поступило ДС 41105 Пож.сиг.: +1 АЗВ","Более не активно ДС 41105 Пож.сиг.: +1 АЗВ"
"1","41107","M","1134","BMA: +1 E-Schrank","Пож.сиг.: +1 эл. шкаф","Поступило ДС 41107 Пож.сиг.: +1 эл. шкаф","Более не активно ДС 41107 Пож.сиг.: +1 эл. шкаф"
"1","41108","M","1135","Brand: +1 E-Schrank","Пожар: +1 эл. шкафу","Поступило ДС 41108 Пожар: +1 эл. шкафу","Более не активно ДС 41108 Пожар: +1 эл. шкафу"
"1","41109","M","1136","BMA: +1 Decke 1","Пож.сиг.: +1 потолок 1","Поступило ДС 41109 Пож.сиг.: +1 потолок 1","Более не активно ДС 41109 Пож.сиг.: +1 потолок 1"
"1","41112","M","1137","BMA: +1 Decke 4","Пож.сиг.: +1 потолок 4","Поступило ДС 41112 Пож.сиг.: +1 потолок 4","Более не активно ДС 41112 Пож.сиг.: +1 потолок 4"
"1","41113","B","1138","BMA: +1 Klappen nicht offen","Пож.сиг.: +1 заслонки не открыты","Поступило ДС 41113 Пож.сиг.: +1 заслонки не открыты","Более не активно ДС 41113 Пож.сиг.: +1 заслонки не открыты"
"1","41114","M","1139","BMA: +1 Fahrgastraum","Пож.сиг.: +1 пассажир. салон","Поступило ДС 41114 Пож.сиг.: +1 пассажир. салон","Более не активно ДС 41114 Пож.сиг.: +1 пассажир. салон"
"1","41116","M","1140","Einbruch in den Zug +1","Проникновение в поезд +1","Поступило ДС 41116 Проникновение в поезд +1","Более не активно ДС 41116 Проникновение в поезд +1"
"1","41117","B","1141","BMA: +1 Überbrückung nicht möglich","Пож.сиг.:  +1 невозможен шунт.","Поступило ДС 41117 Пож.сиг.:  +1 невозможен шунт.","Более не активно ДС 41117 Пож.сиг.:  +1 невозможен шунт."
"1","41118","B","1142","BMA: +1 Überbrückung gestört","Пож.сиг.: +1 неисправен шунт.","Поступило ДС 41118 Пож.сиг.: +1 неисправен шунт.","Более не активно ДС 41118 Пож.сиг.: +1 неисправен шунт."
"1","41200","M","1143","BMA: +2 Störschalter","Пож.сиг.: +2 шунт.перекл.","В кабине +200 шунтирующий переключатель пожарной сигнализации в положение ОТКЛ","В кабине +200 шунтирующий переключатель пожарной сигнализации в положение вкл"
"1","41201","M","1144","BMA: +2 Führerraum","Пож.сиг.: +2 каб.маш.","Поступило ДС 41201 Пож.сиг.: +2 каб.маш.","Более не активно ДС 41201 Пож.сиг.: +2 каб.маш."
"1","41202","M","1145","Brand: +2 Wagen","Пожар:  +2 вагон","Поступило ДС 41202 Пожар:  +2 вагон","Более не активно ДС 41202 Пожар:  +2 вагон"
"1","41203","M","1146","BMA: +2 WC","Пож.сиг.:  +2 туалет","Поступило ДС 41203 Пож.сиг.:  +2 туалет","Более не активно ДС 41203 Пож.сиг.:  +2 туалет"
"1","41204","M","1147","BMA: +2 Traktionsstromrichter","Пож.сиг.: +2 тяг. преобр.","Поступило ДС 41204 Пож.сиг.: +2 тяг. преобр.","Более не активно ДС 41204 Пож.сиг.: +2 тяг. преобр."
"1","41205","C","1148","BMA: +2 LSS","Пож.сиг.: +2 АЗВ","Поступило ДС 41205 Пож.сиг.: +2 АЗВ","Более не активно ДС 41205 Пож.сиг.: +2 АЗВ"
"1","41207","M","1149","Brand: +2 E-Schrank","Пожар: +2 эл. шкафу","Поступило ДС 41207 Пожар: +2 эл. шкафу","Более не активно ДС 41207 Пожар: +2 эл. шкафу"
"1","41208","M","1150","Brand: +2 E-Schrank","Пожар: +2 эл. шкафу","Поступило ДС 41208 Пожар: +2 эл. шкафу","Более не активно ДС 41208 Пожар: +2 эл. шкафу"
"1","41209","M","1151","BMA: +2 Decke 1","Пож.сиг.: +2 потолок 1","Поступило ДС 41209 Пож.сиг.: +2 потолок 1","Более не активно ДС 41209 Пож.сиг.: +2 потолок 1"
"1","41212","M","1152","BMA: +2 Decke 4","Пож.сиг.: +2 потолок 4","Поступило ДС 41212 Пож.сиг.: +2 потолок 4","Более не активно ДС 41212 Пож.сиг.: +2 потолок 4"
"1","41213","B","1153","BMA: +2 Klappen nicht offen","Пож.сиг.: +2 заслонки не открыты","Поступило ДС 41213 Пож.сиг.: +2 заслонки не открыты","Более не активно ДС 41213 Пож.сиг.: +2 заслонки не открыты"
"1","41214","M","1154","BMA: +2 Fahrgastraum","Пож.сиг.: +2 пассажир. салон","Поступило ДС 41214 Пож.сиг.: +2 пассажир. салон","Более не активно ДС 41214 Пож.сиг.: +2 пассажир. салон"
"1","41216","M","1155","Einbruch in den Zug +2","Проникновение в поезд +2","Поступило ДС 41216 Проникновение в поезд +2","Более не активно ДС 41216 Проникновение в поезд +2"
"1","41217","B","1156","BMA: +2 Überbrückung nicht möglich","Пож.сиг.:  +2 невозможен шунт.","Поступило ДС 41217 Пож.сиг.:  +2 невозможен шунт.","Более не активно ДС 41217 Пож.сиг.:  +2 невозможен шунт."
"1","41218","B","1157","BMA: +2 Überbrückung gestört","Пож.сиг.: +2 неисправен шунт.","Поступило ДС 41218 Пож.сиг.: +2 неисправен шунт.","Более не активно ДС 41218 Пож.сиг.: +2 неисправен шунт."
"1","41300","M","1158","BMA: +3 Störschalter","Пож.сиг.: +3 шунт.перекл.","В кабине +300 шунтирующий переключатель пожарной сигнализации в положение ОТКЛ","В кабине +300 шунтирующий переключатель пожарной сигнализации в положение вкл"
"1","41302","M","1159","Brand: +3 Wagen","Пожар:  +3 вагон","Поступило ДС 41302 Пожар:  +3 вагон","Более не активно ДС 41302 Пожар:  +3 вагон"
"1","41304","M","1160","BMA: +3 EVB-Container","Пож.сиг.: +3 контейнер ПСН","Поступило ДС 41304 Пож.сиг.: +3 контейнер ПСН","Более не активно ДС 41304 Пож.сиг.: +3 контейнер ПСН"
"1","41305","C","1161","BMA: +3 LSS","Пож.сиг.: +3 АЗВ","Поступило ДС 41305 Пож.сиг.: +3 АЗВ","Более не активно ДС 41305 Пож.сиг.: +3 АЗВ"
"1","41306","M","1162","BMA: +3 380V-Container","Пож.сиг.: +3 контейнер 380В","Поступило ДС 41306 Пож.сиг.: +3 контейнер 380В","Более не активно ДС 41306 Пож.сиг.: +3 контейнер 380В"
"1","41309","M","1163","BMA: +3 Decke 1","Пож.сиг.: +3 потолок 1","Поступило ДС 41309 Пож.сиг.: +3 потолок 1","Более не активно ДС 41309 Пож.сиг.: +3 потолок 1"
"1","41310","M","1164","BMA: +3 Decke 2","Пож.сиг.: +3 потолок 2","Поступило ДС 41310 Пож.сиг.: +3 потолок 2","Более не активно ДС 41310 Пож.сиг.: +3 потолок 2"
"1","41311","M","1165","BMA: +3 Decke 3","Пож.сиг.: +3 потолок 3","Поступило ДС 41311 Пож.сиг.: +3 потолок 3","Более не активно ДС 41311 Пож.сиг.: +3 потолок 3"
"1","41312","M","1166","BMA: +3 Decke 4","Пож.сиг.: +3 потолок 4","Поступило ДС 41312 Пож.сиг.: +3 потолок 4","Более не активно ДС 41312 Пож.сиг.: +3 потолок 4"
"1","41314","M","1167","BMA: +3 Fahrgastraum","Пож.сиг.: +3 пассажир. салон","Поступило ДС 41314 Пож.сиг.: +3 пассажир. салон","Более не активно ДС 41314 Пож.сиг.: +3 пассажир. салон"
"1","41315","M","1168","BMA: +3 HS- / Schnellschalter-Container","Пож.сиг.: +3 контейнер ГВ/БВ","Поступило ДС 41315 Пож.сиг.: +3 контейнер ГВ/БВ","Более не активно ДС 41315 Пож.сиг.: +3 контейнер ГВ/БВ"
"1","41316","M","1169","Einbruch in den Zug +3","Проникновение в поезд +3","Поступило ДС 41316 Проникновение в поезд +3","Более не активно ДС 41316 Проникновение в поезд +3"
"1","41317","B","1170","BMA: +3 Überbrückung nicht möglich","Пож.сиг.:  +3 невозможен шунт.","Поступило ДС 41317 Пож.сиг.:  +3 невозможен шунт.","Более не активно ДС 41317 Пож.сиг.:  +3 невозможен шунт."
"1","41318","B","1171","BMA: +3 Überbrückung gestört","Пож.сиг.: +3 неисправен шунт.","Поступило ДС 41318 Пож.сиг.: +3 неисправен шунт.","Более не активно ДС 41318 Пож.сиг.: +3 неисправен шунт."
"1","41400","M","1172","BMA: +4 Störschalter","Пож.сиг.: +4 шунт.перекл.","В кабине +400 шунтирующий переключатель пожарной сигнализации в положение ОТКЛ","В кабине +400 шунтирующий переключатель пожарной сигнализации в положение вкл"
"1","41402","M","1173","Brand: +4 Wagen","Пожар:  +4 вагон","Поступило ДС 41402 Пожар:  +4 вагон","Более не активно ДС 41402 Пожар:  +4 вагон"
"1","41404","M","1174","BMA: +4 EVB-Container","Пож.сиг.: +4 контейнер ПСН","Поступило ДС 41404 Пож.сиг.: +4 контейнер ПСН","Более не активно ДС 41404 Пож.сиг.: +4 контейнер ПСН"
"1","41405","C","1175","BMA: +4 LSS","Пож.сиг.: +4 АЗВ","Поступило ДС 41405 Пож.сиг.: +4 АЗВ","Более не активно ДС 41405 Пож.сиг.: +4 АЗВ"
"1","41406","M","1176","BMA: +4 380V-Container","Пож.сиг.: +4 контейнер 380В","Поступило ДС 41406 Пож.сиг.: +4 контейнер 380В","Более не активно ДС 41406 Пож.сиг.: +4 контейнер 380В"
"1","41409","M","1177","BMA: +4 Decke 1","Пож.сиг.: +4 потолок 1","Поступило ДС 41409 Пож.сиг.: +4 потолок 1","Более не активно ДС 41409 Пож.сиг.: +4 потолок 1"
"1","41410","M","1178","BMA: +4 Decke 2","Пож.сиг.: +4 потолок 2","Поступило ДС 41410 Пож.сиг.: +4 потолок 2","Более не активно ДС 41410 Пож.сиг.: +4 потолок 2"
"1","41411","M","1179","BMA: +4 Decke 3","Пож.сиг.: +4 потолок 3","Поступило ДС 41411 Пож.сиг.: +4 потолок 3","Более не активно ДС 41411 Пож.сиг.: +4 потолок 3"
"1","41412","M","1180","BMA: +4 Decke 4","Пож.сиг.: +4 потолок 4","Поступило ДС 41412 Пож.сиг.: +4 потолок 4","Более не активно ДС 41412 Пож.сиг.: +4 потолок 4"
"1","41414","M","1181","BMA: +4 Fahrgastraum","Пож.сиг.: +4 пассажир. салон","Поступило ДС 41414 Пож.сиг.: +4 пассажир. салон","Более не активно ДС 41414 Пож.сиг.: +4 пассажир. салон"
"1","41415","M","1182","BMA: +4 HS- / Schnellschalter-Container","Пож.сиг.: +4 контейнер ГВ/БВ","Поступило ДС 41415 Пож.сиг.: +4 контейнер ГВ/БВ","Более не активно ДС 41415 Пож.сиг.: +4 контейнер ГВ/БВ"
"1","41416","M","1183","Einbruch in den Zug +4","Проникновение в поезд +4","Поступило ДС 41416 Проникновение в поезд +4","Более не активно ДС 41416 Проникновение в поезд +4"
"1","41417","B","1184","BMA: +4 Überbrückung nicht möglich","Пож.сиг.:  +4 невозможен шунт.","Поступило ДС 41417 Пож.сиг.:  +4 невозможен шунт.","Более не активно ДС 41417 Пож.сиг.:  +4 невозможен шунт."
"1","41418","B","1185","BMA: +4 Überbrückung gestört","Пож.сиг.: +4 неисправен шунт.","Поступило ДС 41418 Пож.сиг.: +4 неисправен шунт.","Более не активно ДС 41418 Пож.сиг.: +4 неисправен шунт."
"1","41500","M","1186","BMA: +5 Störschalter","Пож.сиг.: +5 шунт.перекл.","В кабине +500 шунтирующий переключатель пожарной сигнализации в положение ОТКЛ","В кабине +500 шунтирующий переключатель пожарной сигнализации в положение вкл"
"1","41502","M","1187","Brand: +5 Wagen","Пожар:  +5 вагон","Поступило ДС 41502 Пожар:  +5 вагон","Более не активно ДС 41502 Пожар:  +5 вагон"
"1","41505","C","1188","BMA: +5 LSS","Пож.сиг.: +5 АЗВ","Поступило ДС 41505 Пож.сиг.: +5 АЗВ","Более не активно ДС 41505 Пож.сиг.: +5 АЗВ"
"1","41509","M","1189","BMA: +5 Decke 1","Пож.сиг.: +5 потолок 1","Поступило ДС 41509 Пож.сиг.: +5 потолок 1","Более не активно ДС 41509 Пож.сиг.: +5 потолок 1"
"1","41510","M","1190","BMA: +5 Decke 2","Пож.сиг.: +5 потолок 2","Поступило ДС 41510 Пож.сиг.: +5 потолок 2","Более не активно ДС 41510 Пож.сиг.: +5 потолок 2"
"1","41511","M","1191","BMA: +5 Decke 3","Пож.сиг.: +5 потолок 3","Поступило ДС 41511 Пож.сиг.: +5 потолок 3","Более не активно ДС 41511 Пож.сиг.: +5 потолок 3"
"1","41514","M","1192","BMA: +5 Fahrgastraum","Пож.сиг.: +5 пассажир. салон","Поступило ДС 41514 Пож.сиг.: +5 пассажир. салон","Более не активно ДС 41514 Пож.сиг.: +5 пассажир. салон"
"1","41516","M","1193","Einbruch in den Zug +5","Проникновение в поезд +5","Поступило ДС 41516 Проникновение в поезд +5","Более не активно ДС 41516 Проникновение в поезд +5"
"1","41517","B","1194","BMA: +5 Überbrückung nicht möglich","Пож.сиг.:  +5 невозможен шунт.","Поступило ДС 41517 Пож.сиг.:  +5 невозможен шунт.","Более не активно ДС 41517 Пож.сиг.:  +5 невозможен шунт."
"1","41518","B","1195","BMA: +5 Überbrückung gestört","Пож.сиг.: +5 неисправен шунт.","Поступило ДС 41518 Пож.сиг.: +5 неисправен шунт.","Более не активно ДС 41518 Пож.сиг.: +5 неисправен шунт."
"1","41600","M","1196","BMA: +6 Störschalter","Пож.сиг.: +6 шунт.перекл.","В кабине +600 шунтирующий переключатель пожарной сигнализации в положение ОТКЛ","В кабине +600 шунтирующий переключатель пожарной сигнализации в положение вкл"
"1","41602","M","1197","Brand: +6 Wagen","Пожар:  +6 вагон","Поступило ДС 41602 Пожар:  +6 вагон","Более не активно ДС 41602 Пожар:  +6 вагон"
"1","41604","M","1198","BMA: +6 EVB-Container","Пож.сиг.: +6 контейнер ПСН","Поступило ДС 41604 Пож.сиг.: +6 контейнер ПСН","Более не активно ДС 41604 Пож.сиг.: +6 контейнер ПСН"
"1","41605","C","1199","BMA: +6 LSS","Пож.сиг.: +6 АЗВ","Поступило ДС 41605 Пож.сиг.: +6 АЗВ","Более не активно ДС 41605 Пож.сиг.: +6 АЗВ"
"1","41609","M","1200","BMA: +6 Decke 4","Пож.сиг.: +6 потолок 4","Поступило ДС 41609 Пож.сиг.: +6 потолок 4","Более не активно ДС 41609 Пож.сиг.: +6 потолок 4"
"1","41610","M","1201","BMA: +6 Decke 2","Пож.сиг.: +6 потолок 2","Поступило ДС 41610 Пож.сиг.: +6 потолок 2","Более не активно ДС 41610 Пож.сиг.: +6 потолок 2"
"1","41611","M","1202","BMA: +6 Decke 3","Пож.сиг.: +6 потолок 3","Поступило ДС 41611 Пож.сиг.: +6 потолок 3","Более не активно ДС 41611 Пож.сиг.: +6 потолок 3"
"1","41614","M","1203","BMA: +6 Fahrgastraum","Пож.сиг.: +6 пассажир. салон","Поступило ДС 41614 Пож.сиг.: +6 пассажир. салон","Более не активно ДС 41614 Пож.сиг.: +6 пассажир. салон"
"1","41616","M","1204","Einbruch in den Zug +6","Проникновение в поезд +6","Поступило ДС 41616 Проникновение в поезд +6","Более не активно ДС 41616 Проникновение в поезд +6"
"1","41617","B","1205","BMA: +6 Überbrückung nicht möglich","Пож.сиг.:  +6 невозможен шунт.","Поступило ДС 41617 Пож.сиг.:  +6 невозможен шунт.","Более не активно ДС 41617 Пож.сиг.:  +6 невозможен шунт."
"1","41618","B","1206","BMA: +6 Überbrückung gestört","Пож.сиг.: +6 неисправен шунт.","Поступило ДС 41618 Пож.сиг.: +6 неисправен шунт.","Более не активно ДС 41618 Пож.сиг.: +6 неисправен шунт."
"1","42100","A","1207","MMI1: +1 Kommunikationsfehler","ЧМИ1: +1 ошибка связи","Поступило ДС 42100 ЧМИ1: +1 ошибка связи","Более не активно ДС 42100 ЧМИ1: +1 ошибка связи"
"1","42101","C","1208","MMI1: +1 LSS","ЧМИ1: +1 АЗВ","Поступило ДС 42101 ЧМИ1: +1 АЗВ","Более не активно ДС 42101 ЧМИ1: +1 АЗВ"
"1","42110","C","1209","MMI1: +1 Übertemperatur","ЧМИ1: +1 перегрев","Поступило ДС 42110 ЧМИ1: +1 перегрев","Более не активно ДС 42110 ЧМИ1: +1 перегрев"
"1","42111","D","1210","+1 MMI1 wurde hart abgeschaltet","+1 ЧМИ1: Произошло жесткое отключение","Поступило ДС 42111 +1 ЧМИ1: Произошло жесткое отключение","Более не активно ДС 42111 +1 ЧМИ1: Произошло жесткое отключение"
"1","42112","D","1211","+1 MMI1 hat Fehler in der FAT (File Allocation Table)","+1 ЧМИ1: ошибка в файловой системе FAT","Поступило ДС 42112 +1 ЧМИ1: ошибка в файловой системе FAT","Более не активно ДС 42112 +1 ЧМИ1: ошибка в файловой системе FAT"
"1","42113","D","1212","+1 MMI1 hat Datei Ereignishistorie ausgeschaltet","+1 ЧМИ1 отключил историю событий файла","Поступило ДС 42113 +1 ЧМИ1 отключил историю событий файла","Более не активно ДС 42113 +1 ЧМИ1 отключил историю событий файла"
"1","42114","A","1213","MMI1: +1 Kommunikationsfehler","ЧМИ1: +1 ошибка связи","Поступило ДС 42114 ЧМИ1: +1 ошибка связи","Более не активно ДС 42114 ЧМИ1: +1 ошибка связи"
"1","42115","I","2062","MMI1: +1 Einschränkung der Funktionen","ЧМИ1: +1 ограничение функций","Поступило ДС 42115 ЧМИ1: +1 ограничение функций","Более не активно ДС 42115 ЧМИ1: +1 ограничение функций"
"1","42200","A","1214","MMI2: +1 Kommunikationsfehler","ЧМИ2: +1 ошибка связи","Поступило ДС 42200 ЧМИ2: +1 ошибка связи","Более не активно ДС 42200 ЧМИ2: +1 ошибка связи"
"1","42201","C","1215","MMI2: +1 LSS","ЧМИ2: +1 АЗВ","Поступило ДС 42201 ЧМИ2: +1 АЗВ","Более не активно ДС 42201 ЧМИ2: +1 АЗВ"
"1","42210","C","1216","MMI2: +1 Übertemperatur","ЧМИ2: +1 перегрев","Поступило ДС 42210 ЧМИ2: +1 перегрев","Более не активно ДС 42210 ЧМИ2: +1 перегрев"
"1","42211","D","1217","+1 MMI2 wurde hart abgeschaltet","+1 ЧМИ2: Произошло жесткое отключение","Поступило ДС 42211 +1 ЧМИ2: Произошло жесткое отключение","Более не активно ДС 42211 +1 ЧМИ2: Произошло жесткое отключение"
"1","42212","D","1218","+1 MMI2 hat Fehler in der FAT (File Allocation Table)","+1 ЧМИ2: ошибка в файловой системе FAT","Поступило ДС 42212 +1 ЧМИ2: ошибка в файловой системе FAT","Более не активно ДС 42212 +1 ЧМИ2: ошибка в файловой системе FAT"
"1","42213","D","1219","+1 MMI2 hat Datei Ereignishistorie ausgeschaltet","+1 ЧМИ2 отключил историю событий файла","Поступило ДС 42213 +1 ЧМИ2 отключил историю событий файла","Более не активно ДС 42213 +1 ЧМИ2 отключил историю событий файла"
"1","42214","A","1220","MMI2: +1 Kommunikationsfehler","ЧМИ2: +1 ошибка связи","Поступило ДС 42214 ЧМИ2: +1 ошибка связи","Более не активно ДС 42214 ЧМИ2: +1 ошибка связи"
"1","42215","I","2063","MMI2: +1 Einschränkung der Funktionen","ЧМИ2: +1 ограничение функций","Поступило ДС 42215 ЧМИ2: +1 ограничение функций","Более не активно ДС 42215 ЧМИ2: +1 ограничение функций"
"1","42300","A","1221","MMI1: +2 Kommunikationsfehler","ЧМИ1: +2 ошибка связи","Поступило ДС 42300 ЧМИ1: +2 ошибка связи","Более не активно ДС 42300 ЧМИ1: +2 ошибка связи"
"1","42301","C","1222","MMI1: +2 LSS","ЧМИ1: +2 АЗВ","Поступило ДС 42301 ЧМИ1: +2 АЗВ","Более не активно ДС 42301 ЧМИ1: +2 АЗВ"
"1","42310","C","1223","MMI1: +2 Übertemperatur","ЧМИ1: +2 перегрев","Поступило ДС 42310 ЧМИ1: +2 перегрев","Более не активно ДС 42310 ЧМИ1: +2 перегрев"
"1","42311","D","1224","+2 MMI1 wurde hart abgeschaltet","+2 ЧМИ1: Произошло жесткое отключение","Поступило ДС 42311 +2 ЧМИ1: Произошло жесткое отключение","Более не активно ДС 42311 +2 ЧМИ1: Произошло жесткое отключение"
"1","42312","D","1225","+2 MMI1 hat Fehler in der FAT (File Allocation Table)","+2 ЧМИ1: ошибка в файловой системе FAT","Поступило ДС 42312 +2 ЧМИ1: ошибка в файловой системе FAT","Более не активно ДС 42312 +2 ЧМИ1: ошибка в файловой системе FAT"
"1","42313","D","1226","+2 MMI1 hat Datei Ereignishistorie ausgeschaltet","+2 ЧМИ1 отключил историю событий файла","Поступило ДС 42313 +2 ЧМИ1 отключил историю событий файла","Более не активно ДС 42313 +2 ЧМИ1 отключил историю событий файла"
"1","42314","A","1227","MMI1: +2 Kommunikationsfehler","ЧМИ1: +2 ошибка связи","Поступило ДС 42314 ЧМИ1: +2 ошибка связи","Более не активно ДС 42314 ЧМИ1: +2 ошибка связи"
"1","42315","I","2064","MMI1: +2 Einschränkung der Funktionen","ЧМИ1: +2 ограничение функций","Поступило ДС 42315 ЧМИ1: +2 ограничение функций","Более не активно ДС 42315 ЧМИ1: +2 ограничение функций"
"1","42400","A","1228","MMI2: +2 Kommunikationsfehler","ЧМИ2: +2 ошибка связи","Поступило ДС 42400 ЧМИ2: +2 ошибка связи","Более не активно ДС 42400 ЧМИ2: +2 ошибка связи"
"1","42401","C","1229","MMI2: +2 LSS","ЧМИ2: +2 АЗВ","Поступило ДС 42401 ЧМИ2: +2 АЗВ","Более не активно ДС 42401 ЧМИ2: +2 АЗВ"
"1","42410","C","1230","MMI1: +2 Übertemperatur","ЧМИ1: +2 перегрев","Поступило ДС 42410 ЧМИ1: +2 перегрев","Более не активно ДС 42410 ЧМИ1: +2 перегрев"
"1","42411","D","1231","+2 MMI2 wurde hart abgeschaltet","+2 ЧМИ2: Произошло жесткое отключение","Поступило ДС 42411 +2 ЧМИ2: Произошло жесткое отключение","Более не активно ДС 42411 +2 ЧМИ2: Произошло жесткое отключение"
"1","42412","D","1232","+2 MMI2 hat Fehler in der FAT (File Allocation Table)","+2 ЧМИ2: ошибка в файловой системе FAT","Поступило ДС 42412 +2 ЧМИ2: ошибка в файловой системе FAT","Более не активно ДС 42412 +2 ЧМИ2: ошибка в файловой системе FAT"
"1","42413","D","1233","+2 MMI2 hat Datei Ereignishistorie ausgeschaltet","+2 ЧМИ2 отключил историю событий файла","Поступило ДС 42413 +2 ЧМИ2 отключил историю событий файла","Более не активно ДС 42413 +2 ЧМИ2 отключил историю событий файла"
"1","42414","A","1234","MMI2: +2 Kommunikationsfehler","ЧМИ2: +2 ошибка связи","Поступило ДС 42414 ЧМИ2: +2 ошибка связи","Более не активно ДС 42414 ЧМИ2: +2 ошибка связи"
"1","42415","I","2065","MMI2: +2 Einschränkung der Funktionen","ЧМИ2: +2 ограничение функций","Поступило ДС 42415 ЧМИ2: +2 ограничение функций","Более не активно ДС 42415 ЧМИ2: +2 ограничение функций"
"1","43211","M","1235","Schnellbremsung","Экстренное торможение","В кабине +100 активирована аварийная ударная кнопка","В кабине +100 восстановлена аварийная ударная кнопка"
"1","43212","M","1236","Schnellbremsung","Экстренное торможение","В кабине +100 активировано ЭТ от КТТ","В кабине +100 восстановлено положение КТТ"
"1","43213","M","1237","Schnellbremsung","Экстренное торможение","Поступило ДС 43213 Экстренное торможение","Более не активно ДС 43213 Экстренное торможение"
"1","43215","M","1238","Schnellbremsung","Экстренное торможение","Поступило ДС 43215 Экстренное торможение от БЛОК","Более не активно ДС 43215 Экстренное торможение от БЛОК"
"1","43216","D","1239","+1 SBS ist fehlerhaft","ПЭТ: +1 неисправность","Поступило ДС 43216 ПЭТ: +1 неисправность","Более не активно ДС 43216 ПЭТ: +1 неисправность"
"1","43218","C","1240","Schnellbremsung","Экстренное торможение","Поступило ДС 43218 Экстренное торможение","Более не активно ДС 43218 Экстренное торможение"
"1","43219","M","1241","SBS: +1 eingelegt","ПЭТ: +1 Вкл.","В кабине +100 включено шунтирование ПЭТ","В кабине +100 отключено шунтирование ПЭТ"
"1","43221","M","1242","Schnellbremsung","Экстренное торможение","В кабине +200 активирована аварийная ударная кнопка","В кабине +200 восстановлена аварийная ударная кнопка"
"1","43222","M","1243","Schnellbremsung","Экстренное торможение","В кабине +200 активировано ЭТ от КТТ","В кабине +200 восстановлено положение КТТ"
"1","43223","M","1244","Schnellbremsung","Экстренное торможение","Поступило ДС 43223 Экстренное торможение","Более не активно ДС 43223 Экстренное торможение"
"1","43226","D","1245","+1 SBS ist fehlerhaft","ПЭТ: +1 неисправность","Поступило ДС 43226 ПЭТ: +1 неисправность","Более не активно ДС 43226 ПЭТ: +1 неисправность"
"1","43228","C","1246","'Schnellbremsung","Экстренное торможение","Поступило ДС 43228 Экстренное торможение","Более не активно ДС 43228 Экстренное торможение"
"1","43229","M","1247","SBS: +2 eingelegt","ПЭТ: +2 Вкл.","В кабине +200 включено шунтирование ПЭТ","В кабине +200 отключено шунтирование ПЭТ"
"1","43231","M","1248","Schnellbremsung","Экстренное торможение","Поступило ДС 43231 Экстренное торможение от БУТ одного из вагонов","Более не активно ДС 43231 Экстренное торможение от БУТ одного из вагонов"
"1","43232","M","1249","Schnellbremsung","Экстренное торможение","Поступило ДС 43232 Экстренное торможение от БУТ одного из вагонов","Более не активно ДС 43232 Экстренное торможение от БУТ одного из вагонов"
"1","43239","M","1250","Schnellbremsung","Экстренное торможение","Поступило ДС 43239 Экстренное торможение - падение давления в ТМ","Более не активно ДС 43239 Экстренное торможение - падение давления в ТМ"
"1","43241","B","1251","Notschlagtaster ist fehlerhaft","Авар. кнопка  неисправность","Поступило ДС 43241 Авар. кнопка  неисправность","Более не активно ДС 43241 Авар. кнопка  неисправность"
"1","43242","B","1252","SB über Fahr-/Bremshebel  ist fehlerhaft","Контроллер тяги/ торм.  неисправность","Поступило ДС 43242 Контроллер тяги/ торм.  неисправность","Более не активно ДС 43242 Контроллер тяги/ торм.  неисправность"
"1","43243","B","1253","Schnellbremsung ist fehlerhaft","Экстренное торм. неиспр.","Поступило ДС 43243 Экстренное торм. неиспр.","Более не активно ДС 43243 Экстренное торм. неиспр."
"1","43244","B","1254","Schnellbremsung über BLOK ist fehlerhaft","Экстренное торм. неиспр. БЛОК","Поступило ДС 43244 Экстренное торм. неиспр. БЛОК","Более не активно ДС 43244 Экстренное торм. неиспр. БЛОК"
"1","43245","B","1255","Schnellbremsung ist fehlerhaft","Экстренное торм. неиспр.","Поступило ДС 43245 Экстренное торм. неиспр.","Более не активно ДС 43245 Экстренное торм. неиспр."
"1","43246","B","1256","Schnellbremsung ist fehlerhaft","Экстренное торм. неиспр.","Поступило ДС 43246 Экстренное торм. неиспр.","Более не активно ДС 43246 Экстренное торм. неиспр."
"1","43247","B","1257","Schnellbremsung ist fehlerhaft","Экстренное торм. неиспр.","Поступило ДС 43247 Экстренное торм. неиспр.","Более не активно ДС 43247 Экстренное торм. неиспр."
"1","43248","B","1258","Schnellbremsung ist fehlerhaft","Экстренное торм. неиспр.","Поступило ДС 43248 Экстренное торм. неиспр.","Более не активно ДС 43248 Экстренное торм. неиспр."
"1","43249","B","1259","Reserve","Резерв","Поступило ДС 43249 Резерв","Более не активно ДС 43249 Резерв"
"1","43251","B","1260","Schnellbremsung ist fehlerhaft","Экстренное торм. неиспр.","Поступило ДС 43251 Экстренное торм. неиспр.","Более не активно ДС 43251 Экстренное торм. неиспр."
"1","43252","D","1261","Status SBSi und SBSd nicht konsistent","Статус ПЭТi и ПЭТd непоследовательный","Поступило ДС 43252 Статус ПЭТi и ПЭТd непоследовательный","Более не активно ДС 43252 Статус ПЭТi и ПЭТd непоследовательный"
